id,PartnerCountries,Year,Export,Import
185,Russian Federation,2008, 2127919,  71766
185,Russian Federation,2009, 1480471,  31933
185,Russian Federation,2010, 1703613,  30004
185,Russian Federation,2011, 1909570,  50561
186,Serbia and Montenegro,2000,   29546,   4235
186,Serbia and Montenegro,2001,   26151,   4135
186,Serbia and Montenegro,2002,   31260,   7309
186,Serbia and Montenegro,2003,   34449,   8208
186,Serbia and Montenegro,2004,   52444,   6957
186,Serbia and Montenegro,2005,   24239,   2584
186,Serbia and Montenegro,2006,0,0
186,Serbia and Montenegro,2007,0,0
186,Serbia and Montenegro,2008,0,0
186,Serbia and Montenegro,2009,0,0
186,Serbia and Montenegro,2010,0,0
186,Serbia and Montenegro,2011,0,0
187,"Saint Helena, Ascension and Tristan da Cunha",2000,       4,0
187,"Saint Helena, Ascension and Tristan da Cunha",2001,      10,0
187,"Saint Helena, Ascension and Tristan da Cunha",2002,       1,0
187,"Saint Helena, Ascension and Tristan da Cunha",2003,       8,0
187,"Saint Helena, Ascension and Tristan da Cunha",2004,0,0
187,"Saint Helena, Ascension and Tristan da Cunha",2005,0,0
187,"Saint Helena, Ascension and Tristan da Cunha",2006,0,0
187,"Saint Helena, Ascension and Tristan da Cunha",2007,0,0
187,"Saint Helena, Ascension and Tristan da Cunha",2008,       4,     24
187,"Saint Helena, Ascension and Tristan da Cunha",2009,       7,0
187,"Saint Helena, Ascension and Tristan da Cunha",2010,      12,0
187,"Saint Helena, Ascension and Tristan da Cunha",2011,0,0
188,Saint Kitts and Nevis,2000,     693,     35
188,Saint Kitts and Nevis,2001,     405,0
188,Saint Kitts and Nevis,2002,     709,0
188,Saint Kitts and Nevis,2003,     844,0
188,Saint Kitts and Nevis,2004,     830,   1211
188,Saint Kitts and Nevis,2005,     919,   2532
188,Saint Kitts and Nevis,2006,    1069,   6036
188,Saint Kitts and Nevis,2007,     926,      1
188,Saint Kitts and Nevis,2008,    1086,0
188,Saint Kitts and Nevis,2009,     833,0
188,Saint Kitts and Nevis,2010,    1027,    119
188,Saint Kitts and Nevis,2011,     937,     48
189,Saint Lucia,2000,     453,0
189,Saint Lucia,2001,     455,0
189,Saint Lucia,2002,     507,0
189,Saint Lucia,2003,     549,0
189,Saint Lucia,2004,     610,0
189,Saint Lucia,2005,     606,     13
189,Saint Lucia,2006,     967,     25
189,Saint Lucia,2007,     809,     45
189,Saint Lucia,2008,     840,     29
189,Saint Lucia,2009,     873,     48
189,Saint Lucia,2010,    1052,     48
189,Saint Lucia,2011,    1153,     98
190,Saint Pierre and Miquelon,2000,     229,      5
190,Saint Pierre and Miquelon,2001,     312,     45
190,Saint Pierre and Miquelon,2002,     271,      0
190,Saint Pierre and Miquelon,2003,     354,      1
190,Saint Pierre and Miquelon,2004,     390,      1
190,Saint Pierre and Miquelon,2005,     357,0
190,Saint Pierre and Miquelon,2006,     345,0
190,Saint Pierre and Miquelon,2007,     356,0
190,Saint Pierre and Miquelon,2008,     463,0
190,Saint Pierre and Miquelon,2009,     451,0
190,Saint Pierre and Miquelon,2010,     467,0
190,Saint Pierre and Miquelon,2011,     555,0
191,Saint Vincent and the Grenadines,2000,     997,0
191,Saint Vincent and the Grenadines,2001,     562,0
191,Saint Vincent and the Grenadines,2002,     752,0
191,Saint Vincent and the Grenadines,2003,     836,0
191,Saint Vincent and the Grenadines,2004,     978,0
191,Saint Vincent and the Grenadines,2005,    1108,0
191,Saint Vincent and the Grenadines,2006,     792,     43
191,Saint Vincent and the Grenadines,2007,    1063,0
191,Saint Vincent and the Grenadines,2008,    1049,     74
191,Saint Vincent and the Grenadines,2009,     673,     65
191,Saint Vincent and the Grenadines,2010,     751,     50
191,Saint Vincent and the Grenadines,2011,    1252,0
193,Sao Tome and Principe,2000,     396,   1515
193,Sao Tome and Principe,2001,     726,   1088
193,Sao Tome and Principe,2002,    1035,   2918
193,Sao Tome and Principe,2003,    1258,   5544
193,Sao Tome and Principe,2004,    1330,   3165
193,Sao Tome and Principe,2005,     807,   2167
193,Sao Tome and Principe,2006,    1121,   3701
193,Sao Tome and Principe,2007,     775,   2031
193,Sao Tome and Principe,2008,     743,   2142
193,Sao Tome and Principe,2009,     714,   4123
193,Sao Tome and Principe,2010,     571,   5212
193,Sao Tome and Principe,2011,    1005,   3015
194,Saudi Arabia,2000,  189643,    795
194,Saudi Arabia,2001,  217750,    997
194,Saudi Arabia,2002,  211810,    776
194,Saudi Arabia,2003,  268397,    952
194,Saudi Arabia,2004,  307611,    303
194,Saudi Arabia,2005,  324139,    142
194,Saudi Arabia,2006,  387534,    280
194,Saudi Arabia,2007,  434914,    593
194,Saudi Arabia,2008,  477788,    475
194,Saudi Arabia,2009,  373337,    393
194,Saudi Arabia,2010,  409002,    503
194,Saudi Arabia,2011,  498052,    968
195,Senegal,2000,   19316,   7675
195,Senegal,2001,   18990,   6238
195,Senegal,2002,   20631,   6642
195,Senegal,2003,   32683,   5794
195,Senegal,2004,   35966,   8046
195,Senegal,2005,   42093,  10219
195,Senegal,2006,   51086,  10990
195,Senegal,2007,   59833,  13976
195,Senegal,2008,   71403,  11829
195,Senegal,2009,   60261,  12863
195,Senegal,2010,   99094,   9599
195,Senegal,2011,   91163,  15562
196,Seychelles,2000,    1113,     21
196,Seychelles,2001,    2475,     13
196,Seychelles,2002,    3087,    109
196,Seychelles,2003,    2787,    119
196,Seychelles,2004,    3712,     84
196,Seychelles,2005,    4481,     55
196,Seychelles,2006,    3776,    143
196,Seychelles,2007,    1704,     60
196,Seychelles,2008,    2422,     57
196,Seychelles,2009,    3228,     32
196,Seychelles,2010,    2423,     62
196,Seychelles,2011,    3624,     98
197,Sierra Leone,2000,   10794,    567
197,Sierra Leone,2001,   17160,    577
197,Sierra Leone,2002,   17924,    732
197,Sierra Leone,2003,   12216,   2077
197,Sierra Leone,2004,   11744,   1563
197,Sierra Leone,2005,    9789,   2295
197,Sierra Leone,2006,   12310,   4140
197,Sierra Leone,2007,   16233,   1624
197,Sierra Leone,2008,   13398,   2571
197,Sierra Leone,2009,   10947,  17246
197,Sierra Leone,2010,   13126,  22534
197,Sierra Leone,2011,   17775,  29887
198,Slovenia,2000,   38668,   3478
198,Slovenia,2001,   31954,   2246
198,Slovenia,2002,   33157,   2050
198,Slovenia,2003,   43275,   3266
198,Slovenia,2004,   57774,   3971
198,Slovenia,2005,   71195,   2672
198,Slovenia,2006,   69736,   1777
198,Slovenia,2007,   75393,  10767
198,Slovenia,2008,   93195,   5318
198,Slovenia,2009,   96059,  16403
198,Slovenia,2010,   97645,  17848
198,Slovenia,2011,  150952,  25279
199,Slovakia,2000,   47127,  11222
199,Slovakia,2001,   31640,  19274
199,Slovakia,2002,   44816,  12266
199,Slovakia,2003,   51093,  18690
199,Slovakia,2004,   68656,  15195
199,Slovakia,2005,   70845,  23443
199,Slovakia,2006,   86598,  24419
199,Slovakia,2007,  128428,  26676
199,Slovakia,2008,  179317,  37022
199,Slovakia,2009,  155631,  36051
199,Slovakia,2010,  187929,  25210
199,Slovakia,2011,  200812,  28251
200,Singapore,2000,   74516,  10271
200,Singapore,2001,   76662,   6749
200,Singapore,2002,   85104,  16690
200,Singapore,2003,   86397,  12394
200,Singapore,2004,  101865,  30407
200,Singapore,2005,  106099,  27042
200,Singapore,2006,  107725,  16476
200,Singapore,2007,  111071,  17023
200,Singapore,2008,  147533,  13590
200,Singapore,2009,  128473,  12979
200,Singapore,2010,  166227,  31536
200,Singapore,2011,  230067,  19799
201,Somalia,2000,    2307,0
201,Somalia,2001,    1653,0
201,Somalia,2002,    2795,0
201,Somalia,2003,     401,     11
201,Somalia,2004,     558,     42
201,Somalia,2005,    2513,     23
201,Somalia,2006,    4200,0
201,Somalia,2007,    2282,      0
201,Somalia,2008,    1273,0
201,Somalia,2009,    2789,0
201,Somalia,2010,    2446,0
201,Somalia,2011,    3540,0
202,South Africa,2000,   33446, 274302
202,South Africa,2001,   29777, 351572
202,South Africa,2002,   28973, 398566
202,South Africa,2003,   35547, 500359
202,South Africa,2004,   56365, 452822
202,South Africa,2005,   57950, 516497
202,South Africa,2006,   65054, 586837
202,South Africa,2007,  148490, 783524
202,South Africa,2008,  176465, 913662
202,South Africa,2009,  226879, 847354
202,South Africa,2010,  188825,1009158
202,South Africa,2011,  276421, 954522
203,Spain,2000,  584568, 579378
203,Spain,2001,  620653, 577115
203,Spain,2002,  828326, 667347
203,Spain,2003, 1246826, 973156
203,Spain,2004, 1500128,1088960
203,Spain,2005, 1639903,1057583
203,Spain,2006, 1544858,1181056
203,Spain,2007, 2153345,1428597
203,Spain,2008, 2402588,1501823
203,Spain,2009, 2377140,1456326
203,Spain,2010, 2390397,1585144
203,Spain,2011, 2412255,1732983
206,Sudan (former),2000,    9636,  16673
206,Sudan (former),2001,    9260,  12355
206,Sudan (former),2002,    9524,   9431
206,Sudan (former),2003,    7866,  16774
206,Sudan (former),2004,   18944,   8488
206,Sudan (former),2005,   22257,   5098
206,Sudan (former),2006,   38109,  20658
206,Sudan (former),2007,   36240,   8746
206,Sudan (former),2008,   40222,   6521
206,Sudan (former),2009,   33192,   5156
206,Sudan (former),2010,   38757,   1101
206,Sudan (former),2011,   42903,   2579
207,Suriname,2000,   16301,   8649
207,Suriname,2001,   15575,   7177
207,Suriname,2002,   19744,  11400
207,Suriname,2003,   29496,   9076
207,Suriname,2004,   32883,   8900
207,Suriname,2005,   35238,   8971
207,Suriname,2006,   42724,   6790
207,Suriname,2007,   45799,   8854
207,Suriname,2008,   47283,  10955
207,Suriname,2009,   46635,  15827
207,Suriname,2010,   51598,  15914
207,Suriname,2011,   61404,   9427
208,Tajikistan,2000,    1467,     21
208,Tajikistan,2001,    4832,0
208,Tajikistan,2002,    1175,0
208,Tajikistan,2003,    1015,0
208,Tajikistan,2004,     855,0
208,Tajikistan,2005,     861,0
208,Tajikistan,2006,     900,      8
208,Tajikistan,2007,    1537,     29
208,Tajikistan,2008,    1194,      6
208,Tajikistan,2009,    1402,0
208,Tajikistan,2010,     587,0
208,Tajikistan,2011,     525,0
209,Swaziland,2000,      37,   7866
209,Swaziland,2001,       5,   9841
209,Swaziland,2002,     159,   7604
209,Swaziland,2003,0,  13502
209,Swaziland,2004,0,  11430
209,Swaziland,2005,0,   8815
209,Swaziland,2006,0,  12239
209,Swaziland,2007,0,  21020
209,Swaziland,2008,     101,  18795
209,Swaziland,2009,      22,  13487
209,Swaziland,2010,      78,  17594
209,Swaziland,2011,     284,  21588
210,Sweden,2000,  450438,  34384
210,Sweden,2001,  436358,  29460
210,Sweden,2002,  495785,  26680
210,Sweden,2003,  746945,  37160
210,Sweden,2004,  883748,  42833
210,Sweden,2005,  947541,  45686
210,Sweden,2006,  989006,  58467
210,Sweden,2007, 1249031,  62714
210,Sweden,2008, 1413749,  69587
210,Sweden,2009, 1345408,  94548
210,Sweden,2010, 1450348,  92454
210,Sweden,2011, 1828816, 155006
211,Switzerland,2000,  357434,  42425
211,Switzerland,2001,  285488,  44589
211,Switzerland,2002,  399796,  53295
211,Switzerland,2003,  497771,  71039
211,Switzerland,2004,  679000,  97079
211,Switzerland,2005,  667310, 105491
211,Switzerland,2006,  684104, 129488
211,Switzerland,2007,  772274, 176775
211,Switzerland,2008,  849800, 240820
211,Switzerland,2009,  888327, 226352
211,Switzerland,2010,  976598, 247417
211,Switzerland,2011,  971390, 272241
212,Syrian Arab Republic,2000,   24635,   2052
212,Syrian Arab Republic,2001,   20259,    537
212,Syrian Arab Republic,2002,   28214,   2726
212,Syrian Arab Republic,2003,   20030,   2376
212,Syrian Arab Republic,2004,   32446,   2985
212,Syrian Arab Republic,2005,   29372,   2718
212,Syrian Arab Republic,2006,   62582,   3054
212,Syrian Arab Republic,2007,   54397,   3320
212,Syrian Arab Republic,2008,   44353,   1784
212,Syrian Arab Republic,2009,   63813,   3032
212,Syrian Arab Republic,2010,   93088,   7156
212,Syrian Arab Republic,2011,   77951,   9130
213,Turkmenistan,2000,     337,     84
213,Turkmenistan,2001,     294,0
213,Turkmenistan,2002,     609,     23
213,Turkmenistan,2003,    1279,0
213,Turkmenistan,2004,     621,0
213,Turkmenistan,2005,     277,0
213,Turkmenistan,2006,     352,0
213,Turkmenistan,2007,     464,0
213,Turkmenistan,2008,     222,0
213,Turkmenistan,2009,     974,0
213,Turkmenistan,2010,    1294,0
213,Turkmenistan,2011,    2318,0
214,"China, Taiwan Province of",2000,  134374,   9298
214,"China, Taiwan Province of",2001,  111833,  10145
214,"China, Taiwan Province of",2002,  115226,  11527
214,"China, Taiwan Province of",2003,  116021,  10644
214,"China, Taiwan Province of",2004,  142223,  12096
214,"China, Taiwan Province of",2005,  162987,  11454
214,"China, Taiwan Province of",2006,  183123,  16540
214,"China, Taiwan Province of",2007,  154718,  20781
214,"China, Taiwan Province of",2008,  155998,  22427
214,"China, Taiwan Province of",2009,  158791,  20661
214,"China, Taiwan Province of",2010,  192863,  27534
214,"China, Taiwan Province of",2011,  240336,  42237
215,United Republic of Tanzania,2000,    5103,  22215
215,United Republic of Tanzania,2001,    3350,  20243
215,United Republic of Tanzania,2002,    3894,  22588
215,United Republic of Tanzania,2003,    5223,  23849
215,United Republic of Tanzania,2004,    6064,  34134
215,United Republic of Tanzania,2005,    6277,  43154
215,United Republic of Tanzania,2006,    8507,  39440
215,United Republic of Tanzania,2007,    8627,  69937
215,United Republic of Tanzania,2008,   11398,  67536
215,United Republic of Tanzania,2009,    9575,  81229
215,United Republic of Tanzania,2010,   11162,  67173
215,United Republic of Tanzania,2011,   13717,  88386
216,Thailand,2000,   51376, 296340
216,Thailand,2001,   47456, 319286
216,Thailand,2002,   57684, 212656
216,Thailand,2003,   70600, 257708
216,Thailand,2004,   84712, 317068
216,Thailand,2005,   99520, 285668
216,Thailand,2006,   97259, 295525
216,Thailand,2007,   96415, 459540
216,Thailand,2008,  105296, 520100
216,Thailand,2009,  106021, 412778
216,Thailand,2010,  120784, 453698
216,Thailand,2011,  203474, 623082
217,Togo,2000,    6878,   1540
217,Togo,2001,    6920,   2505
217,Togo,2002,   11467,   4100
217,Togo,2003,   10431,   9186
217,Togo,2004,   11601,  20536
217,Togo,2005,   14738,  39091
217,Togo,2006,   16067,  28477
217,Togo,2007,   17159,  44212
217,Togo,2008,   19672,  49794
217,Togo,2009,   16809,  59067
217,Togo,2010,   20441,  29308
217,Togo,2011,   24142,  71867
219,Tonga,2000,0,0
219,Tonga,2001,0,      6
219,Tonga,2002,0,      0
219,Tonga,2003,0,0
219,Tonga,2004,0,0
219,Tonga,2005,0,     45
219,Tonga,2006,      25,0
219,Tonga,2007,0,0
219,Tonga,2008,0,0
219,Tonga,2009,0,0
219,Tonga,2010,0,0
219,Tonga,2011,0,0
220,Trinidad and Tobago,2000,    9415,    536
220,Trinidad and Tobago,2001,   11137,    770
220,Trinidad and Tobago,2002,   13139,    942
220,Trinidad and Tobago,2003,   10896,   1030
220,Trinidad and Tobago,2004,   12909,   3083
220,Trinidad and Tobago,2005,   14626,   2773
220,Trinidad and Tobago,2006,   16983,   6507
220,Trinidad and Tobago,2007,   16547,   6179
220,Trinidad and Tobago,2008,   19863,   9469
220,Trinidad and Tobago,2009,   21694,   7237
220,Trinidad and Tobago,2010,   20628,   4339
220,Trinidad and Tobago,2011,   18829,   2666
221,Oman,2000,   34433,      6
221,Oman,2001,   31651,     25
221,Oman,2002,   25703,    164
221,Oman,2003,   25016,     86
221,Oman,2004,   30780,    185
221,Oman,2005,   36155,    159
221,Oman,2006,   36887,     41
221,Oman,2007,   51461,     56
221,Oman,2008,   64327,     77
221,Oman,2009,   40432,    652
221,Oman,2010,   48338,    135
221,Oman,2011,   68318,     52
222,Tunisia,2000,   24932,   1029
222,Tunisia,2001,   14138,    854
222,Tunisia,2002,   25447,   1208
222,Tunisia,2003,   17082,   1963
222,Tunisia,2004,   38490,   2216
222,Tunisia,2005,   41307,   3596
222,Tunisia,2006,   25507,   5919
222,Tunisia,2007,   49497,   4461
222,Tunisia,2008,   30440,   4768
222,Tunisia,2009,   39203,   5591
222,Tunisia,2010,   27141,   5230
222,Tunisia,2011,   42407,   8818
223,Turkey,2000,   61672, 157431
223,Turkey,2001,   39125, 153249
223,Turkey,2002,   67785, 157617
223,Turkey,2003,  103241, 184917
223,Turkey,2004,  151392, 247099
223,Turkey,2005,  161048, 271024
223,Turkey,2006,  162081, 289732
223,Turkey,2007,  195787, 272812
223,Turkey,2008,  265666, 311306
223,Turkey,2009,  266935, 304628
223,Turkey,2010,  337614, 294001
223,Turkey,2011,  410839, 313083
224,Turks and Caicos Islands,2000,     510,0
224,Turks and Caicos Islands,2001,     629,0
224,Turks and Caicos Islands,2002,     729,     47
224,Turks and Caicos Islands,2003,     869,0
224,Turks and Caicos Islands,2004,     728,     87
224,Turks and Caicos Islands,2005,     533,0
224,Turks and Caicos Islands,2006,     584,0
224,Turks and Caicos Islands,2007,     712,0
224,Turks and Caicos Islands,2008,     640,0
224,Turks and Caicos Islands,2009,     473,    293
224,Turks and Caicos Islands,2010,     412,      2
224,Turks and Caicos Islands,2011,     612,0
225,United Arab Emirates,2000,  136767,   2776
225,United Arab Emirates,2001,  129355,    729
225,United Arab Emirates,2002,  147463,    802
225,United Arab Emirates,2003,  156285,   1670
225,United Arab Emirates,2004,  177840,   1396
225,United Arab Emirates,2005,  221680,   2354
225,United Arab Emirates,2006,  301155,   7843
225,United Arab Emirates,2007,  331196,   5404
225,United Arab Emirates,2008,  379207,   4715
225,United Arab Emirates,2009,  344991,   4841
225,United Arab Emirates,2010,  394625,   6856
225,United Arab Emirates,2011,  456648,  25479
226,Uganda,2000,    2462,  29744
226,Uganda,2001,    1985,  32376
226,Uganda,2002,    1234,  40202
226,Uganda,2003,    1623,  55030
226,Uganda,2004,    1633,  66600
226,Uganda,2005,    1897,  70695
226,Uganda,2006,    1537,  58440
226,Uganda,2007,    2313,  82668
226,Uganda,2008,    2646,  68264
226,Uganda,2009,    2493,  79857
226,Uganda,2010,    3044,  85895
226,Uganda,2011,    5901, 105304
229,United Kingdom,2000, 2731778, 598479
229,United Kingdom,2001, 2909730, 538728
229,United Kingdom,2002, 3327132, 635749
229,United Kingdom,2003, 4809034, 781201
229,United Kingdom,2004, 5321866, 838098
229,United Kingdom,2005, 5699112, 784388
229,United Kingdom,2006, 6158893, 866909
229,United Kingdom,2007, 7887463,1099121
229,United Kingdom,2008, 8788813,1571077
229,United Kingdom,2009, 7690375,1307908
229,United Kingdom,2010, 7489609,1521742
229,United Kingdom,2011, 8578483,1956825
230,Ukraine,2000,   22212,  67404
230,Ukraine,2001,   27257,  78549
230,Ukraine,2002,   50386,  34391
230,Ukraine,2003,   51460,  35820
230,Ukraine,2004,  140010,  47026
230,Ukraine,2005,  140643,  29209
230,Ukraine,2006,  167988,  52839
230,Ukraine,2007,  180370, 128010
230,Ukraine,2008,  309883, 500419
230,Ukraine,2009,  217111, 298104
230,Ukraine,2010,  261644, 268856
230,Ukraine,2011,  270714, 474421
231,United States of America,2000, 1393787,1716293
231,United States of America,2001, 1456905,1341362
231,United States of America,2002, 1870811,1278094
231,United States of America,2003, 2072877,1348136
231,United States of America,2004, 2178229,1466487
231,United States of America,2005, 2114534,1259097
231,United States of America,2006, 2312137,1394306
231,United States of America,2007, 2569696,1434970
231,United States of America,2008, 2317068,1815309
231,United States of America,2009, 2019450,1302699
231,United States of America,2010, 2133138,1648433
231,United States of America,2011, 2124712,1828949
233,Burkina Faso,2000,    3173,    205
233,Burkina Faso,2001,    3611,    311
233,Burkina Faso,2002,    3023,    117
233,Burkina Faso,2003,    4940,    581
233,Burkina Faso,2004,    5150,   1614
233,Burkina Faso,2005,    4738,    773
233,Burkina Faso,2006,    7689,   1091
233,Burkina Faso,2007,    3219,   3078
233,Burkina Faso,2008,    4206,   3394
233,Burkina Faso,2009,    4866,   3343
233,Burkina Faso,2010,    5071,   3958
233,Burkina Faso,2011,    8924,   3267
234,Uruguay,2000,    7224,  28000
234,Uruguay,2001,    6602,  31738
234,Uruguay,2002,    5445,  35978
234,Uruguay,2003,    2690,  70478
234,Uruguay,2004,    3127,  73549
234,Uruguay,2005,    3324,  60397
234,Uruguay,2006,    5585,  76282
234,Uruguay,2007,    6997,  93616
234,Uruguay,2008,   10395, 194765
234,Uruguay,2009,   14125, 173158
234,Uruguay,2010,   14117, 224220
234,Uruguay,2011,   19880, 164108
235,Uzbekistan,2000,    5351,    276
235,Uzbekistan,2001,    4739,    676
235,Uzbekistan,2002,    2389,    965
235,Uzbekistan,2003,    5848,    828
235,Uzbekistan,2004,    2408,   1452
235,Uzbekistan,2005,    3349,    923
235,Uzbekistan,2006,    4633,   1993
235,Uzbekistan,2007,   11195,   2480
235,Uzbekistan,2008,    4437,   3114
235,Uzbekistan,2009,    7495,   1549
235,Uzbekistan,2010,   13211,   3228
235,Uzbekistan,2011,   14979,   4575
236,Venezuela (Bolivarian Republic of),2000,   39362,  10053
236,Venezuela (Bolivarian Republic of),2001,   34032,   8951
236,Venezuela (Bolivarian Republic of),2002,   27638,   8493
236,Venezuela (Bolivarian Republic of),2003,   14665,   9055
236,Venezuela (Bolivarian Republic of),2004,   29132,  10464
236,Venezuela (Bolivarian Republic of),2005,   23689,   4363
236,Venezuela (Bolivarian Republic of),2006,   45791,   8162
236,Venezuela (Bolivarian Republic of),2007,   54786,   6338
236,Venezuela (Bolivarian Republic of),2008,   91124,  10070
236,Venezuela (Bolivarian Republic of),2009,   66308,   8832
236,Venezuela (Bolivarian Republic of),2010,   48427,   8030
236,Venezuela (Bolivarian Republic of),2011,   47844,   5715
237,Viet Nam,2000,   15702,  46523
237,Viet Nam,2001,   23209,  37662
237,Viet Nam,2002,   32717,  49892
237,Viet Nam,2003,   51123,  72361
237,Viet Nam,2004,   79413,  86022
237,Viet Nam,2005,  101468, 110436
237,Viet Nam,2006,   91484, 139152
237,Viet Nam,2007,   85638, 186049
237,Viet Nam,2008,  112806, 217902
237,Viet Nam,2009,  192805, 213436
237,Viet Nam,2010,  245626, 241354
237,Viet Nam,2011,  276094, 349582
238,Ethiopia,2000,    2577,   9615
238,Ethiopia,2001,    1507,   2248
238,Ethiopia,2002,    1639,   6632
238,Ethiopia,2003,    2320,   6576
238,Ethiopia,2004,    6369,   9264
238,Ethiopia,2005,    7413,  18555
238,Ethiopia,2006,    7358,  39927
238,Ethiopia,2007,    7584,  61767
238,Ethiopia,2008,    5666, 106192
238,Ethiopia,2009,    6406, 102602
238,Ethiopia,2010,    5179,  51979
238,Ethiopia,2011,   14386,  60852
239,British Virgin Islands,2000,     876,0
239,British Virgin Islands,2001,     945,0
239,British Virgin Islands,2002,    1192,0
239,British Virgin Islands,2003,    1391,0
239,British Virgin Islands,2004,    3462,0
239,British Virgin Islands,2005,    1665,     78
239,British Virgin Islands,2006,    1484,0
239,British Virgin Islands,2007,    1901,     49
239,British Virgin Islands,2008,    2597,0
239,British Virgin Islands,2009,    2429,0
239,British Virgin Islands,2010,    3033,0
239,British Virgin Islands,2011,    1400,     18
243,Wallis and Futuna Islands,2000,     116,0
243,Wallis and Futuna Islands,2001,     186,0
243,Wallis and Futuna Islands,2002,     146,0
243,Wallis and Futuna Islands,2003,     216,0
243,Wallis and Futuna Islands,2004,     100,0
243,Wallis and Futuna Islands,2005,     795,     34
243,Wallis and Futuna Islands,2006,      44,0
243,Wallis and Futuna Islands,2007,      78,0
243,Wallis and Futuna Islands,2008,     101,0
243,Wallis and Futuna Islands,2009,      88,0
243,Wallis and Futuna Islands,2010,     535,0
243,Wallis and Futuna Islands,2011,     903,0
244,Samoa,2000,0,    470
244,Samoa,2001,0,      9
244,Samoa,2002,0,      4
244,Samoa,2003,0,      3
244,Samoa,2004,0,     14
244,Samoa,2005,      77,     92
244,Samoa,2006,     111,      1
244,Samoa,2007,      11,0
244,Samoa,2008,0,0
244,Samoa,2009,0,0
244,Samoa,2010,      58,    134
244,Samoa,2011,      90,     79
249,Yemen,2000,   23128,0
249,Yemen,2001,   28662,0
249,Yemen,2002,   22216,      0
249,Yemen,2003,   31692,     40
249,Yemen,2004,   36113,     97
249,Yemen,2005,   38775,    474
249,Yemen,2006,   34925,0
249,Yemen,2007,   43415,    345
249,Yemen,2008,   74077,    163
249,Yemen,2009,   80414,      0
249,Yemen,2010,   39940,      0
249,Yemen,2011,   42357,    124
250,Democratic Republic of the Congo,2000,   18753,   3754
250,Democratic Republic of the Congo,2001,   18873,   1164
250,Democratic Republic of the Congo,2002,   28596,    334
250,Democratic Republic of the Congo,2003,   19768,    378
250,Democratic Republic of the Congo,2004,   18364,    689
250,Democratic Republic of the Congo,2005,   31512,   1246
250,Democratic Republic of the Congo,2006,   31061,    970
250,Democratic Republic of the Congo,2007,   47148,   2857
250,Democratic Republic of the Congo,2008,   51125,   2915
250,Democratic Republic of the Congo,2009,   48616,   6476
250,Democratic Republic of the Congo,2010,   55756,   3274
250,Democratic Republic of the Congo,2011,   77250,    759
251,Zambia,2000,     338,  16592
251,Zambia,2001,     253,  16740
251,Zambia,2002,     331,  22648
251,Zambia,2003,     201,  20629
251,Zambia,2004,    1158,  18283
251,Zambia,2005,     450,  18732
251,Zambia,2006,     657,  17288
251,Zambia,2007,     804,  21597
251,Zambia,2008,    1144,  20929
251,Zambia,2009,    1174,  15352
251,Zambia,2010,    1692,  16896
251,Zambia,2011,    1843,  16935
252,Unspecified,2000,  636305, 218354
252,Unspecified,2001,  419623, 154977
252,Unspecified,2002,  407687, 181808
252,Unspecified,2003,  540163, 128923
252,Unspecified,2004,  262283,  85222
252,Unspecified,2005,  411652,  97314
252,Unspecified,2006,  433382, 104295
252,Unspecified,2007,  290428, 137365
252,Unspecified,2008,  424082,  62916
252,Unspecified,2009,  607034,  74520
252,Unspecified,2010,  327096, 133565
252,Unspecified,2011,  616513, 406619
255,Belgium,2000, 1975673,1829497
255,Belgium,2001, 2167496,1784910
255,Belgium,2002, 2710591,2198346
255,Belgium,2003, 3654454,3084034
255,Belgium,2004, 4089927,3599506
255,Belgium,2005, 4325336,3653724
255,Belgium,2006, 4517510,3635319
255,Belgium,2007, 5755249,4596759
255,Belgium,2008, 7428721,5449310
255,Belgium,2009, 6868724,5307356
255,Belgium,2010, 7199641,5375707
255,Belgium,2011, 8541862,6609468
256,Luxembourg,2000,   43838,  24031
256,Luxembourg,2001,   45044,  14069
256,Luxembourg,2002,   59095,  15370
256,Luxembourg,2003,   85872,  36458
256,Luxembourg,2004,  106360,  50349
256,Luxembourg,2005,  125790,  67958
256,Luxembourg,2006,  126768,  56511
256,Luxembourg,2007,  165014,  71975
256,Luxembourg,2008,  224401,  73192
256,Luxembourg,2009,  222529,  88655
256,Luxembourg,2010,  353065,  94844
256,Luxembourg,2011,  313916, 146298
270,Mayotte,2000,0,0
270,Mayotte,2001,     408,     10
270,Mayotte,2002,     371,0
270,Mayotte,2003,     545,0
270,Mayotte,2004,     875,0
270,Mayotte,2005,    2932,0
270,Mayotte,2006,    2017,0
270,Mayotte,2007,    3319,0
270,Mayotte,2008,    2739,0
270,Mayotte,2009,    2529,0
270,Mayotte,2010,    2886,0
270,Mayotte,2011,    2883,0
272,Serbia,2000,0,0
272,Serbia,2001,0,0
272,Serbia,2002,0,0
272,Serbia,2003,0,0
272,Serbia,2004,0,0
272,Serbia,2005,0,0
272,Serbia,2006,   40689,   9577
272,Serbia,2007,   54150,  12205
272,Serbia,2008,   96767,  11137
272,Serbia,2009,   66738,  17176
272,Serbia,2010,   69465,  23965
272,Serbia,2011,   69092,  27807
273,Montenegro,2000,0,0
273,Montenegro,2001,0,0
273,Montenegro,2002,0,0
273,Montenegro,2003,0,0
273,Montenegro,2004,0,0
273,Montenegro,2005,0,0
273,Montenegro,2006,   13375,      0
273,Montenegro,2007,   20677,0
273,Montenegro,2008,   27708,      0
