Year,PartnerCountryCode,PartnerCountries,Import,Export
2009,5601,East Timor,0,0.04421
2010,5601,East Timor,0,0
2011,5601,East Timor,0,0
2012,5601,East Timor,0,0
2013,5601,East Timor,0,0
2001,5610,Brunei,35.1,18.5
2002,5610,Brunei,14.4,25.4
2003,5610,Brunei,49.302523,27.76913
2004,5610,Brunei,19.873913,41.249661
2005,5610,Brunei,18.70046,29.280921
2006,5610,Brunei,12.97877,53.917968
2007,5610,Brunei,54.685028,55.425338
2008,5610,Brunei,43.823334,9.108647
2009,5610,Brunei,5.320498,4.875108
2010,5610,Brunei,0.061166,0.78589
2011,5610,Brunei,0.486706,5.846591
2012,5610,Brunei,0.459336,1.701609
2013,5610,Brunei,7.235774,0.806487
2001,5650,Philippines,1102.7,990.5
2002,5650,Philippines,861.2,788.4
2003,5650,Philippines,897.313935,796.074461
2004,5650,Philippines,712.919675,723.984723
2005,5650,Philippines,657.219252,682.617005
2006,5650,Philippines,795.590142,711.870698
2007,5650,Philippines,756.561337,702.590687
2008,5650,Philippines,738.533912,685.718173
2009,5650,Philippines,523.77316,558.775235
2010,5650,Philippines,581.368259,550.796658
2011,5650,Philippines,685.119908,626.205693
2012,5650,Philippines,749.344258,764.709945
2013,5650,Philippines,693.767938,672.253938
